id,stance,category
1037,1,celebrity
1038,1,celebrity
1039,1,rumors
1040,1,info_news
1041,-1,info_news
1042,1,plan
1043,1,info_news
1044,0,info_news
1045,1,info_news
1046,1,info_news
1047,-1,info_news
1048,1,info_news
1049,0,info_news
1050,1,info_news
1051,1,info_news
1052,1,info_news
1053,1,plan
1054,0,unrelated
1055,1,info_news
1056,1,info_news
1057,1,info_news
1058,1,unrelated
1059,1,celebrity
1060,1,celebrity
1061,-1,info_news
1062,1,celebrity
1063,1,celebrity
1064,1,personal
1065,1,info_news
1066,1,plan
1067,1,info_news
1068,1,info_news
1069,1,info_news
1070,0,info_news
1071,1,info_news
1072,1,info_news
1073,1,info_news
1074,1,plan
1075,1,unrelated
1076,0,info_news
1077,1,info_news
1078,1,celebrity
1079,1,plan
1080,0,others
1081,1,info_news
1082,1,info_news
1083,1,plan
1084,1,info_news
1085,1,info_news
1086,0,unrelated
1087,1,personal
1088,1,info_news
1089,1,celebrity
1090,1,info_news
1091,1,requests
1092,1,info_news
1093,1,info_news
1094,1,info_news
1095,1,rumors
1096,1,celebrity
1097,1,info_news
1098,1,info_news
1099,1,info_news
1100,1,info_news
1101,0,personal
1102,1,others
1103,1,info_news
1104,1,celebrity
1105,1,rumors
1106,1,info_news
1107,1,info_news
1108,-1,info_news
1109,1,info_news
1110,1,celebrity
1111,1,info_news
1112,1,info_news
1113,1,info_news
1114,1,info_news
1115,1,info_news
1116,1,personal
1117,-1,info_news
1118,1,info_news
1119,1,rumors
1120,1,info_news
1121,1,plan
1122,1,info_news
1123,1,info_news
1124,1,celebrity
1125,1,celebrity
1126,1,celebrity
1127,1,personal
1128,1,unrelated
1129,1,info_news
1130,1,plan
1131,1,info_news
1132,0,info_news
1133,1,info_news
1134,1,info_news
1135,1,personal
1136,1,info_news
1137,-1,rumors
1138,1,personal
1139,1,celebrity
1140,1,plan
1141,1,info_news
1142,1,celebrity
1143,1,info_news
1144,1,info_news
1145,1,info_news
1146,1,info_news
1147,1,personal
1148,1,info_news
1149,1,celebrity
1150,1,personal
1151,1,info_news
1152,1,info_news
1153,1,unrelated
1154,1,celebrity
1155,1,celebrity
1156,1,restrictions
1157,1,plan
1158,-1,info_news
1159,1,info_news
1160,1,info_news
1161,1,celebrity
1162,1,plan
1163,1,info_news
1164,1,celebrity
1165,1,info_news
1166,0,requests
1167,-1,info_news
1168,1,celebrity
1169,1,info_news
1170,1,info_news
1171,1,info_news
1172,1,requests
1173,1,info_news
1174,1,info_news
1175,0,info_news
1176,1,info_news
1177,-1,personal
1178,1,info_news
1179,1,info_news
1180,1,info_news
1181,1,celebrity
1182,1,info_news
1183,1,restrictions
1184,-1,info_news
1185,1,info_news
1186,1,info_news
1187,1,info_news
1188,0,unrelated
1189,0,personal
1190,0,info_news
1191,1,personal
1192,1,celebrity
1193,0,celebrity
1194,1,info_news
1195,1,plan
1196,1,info_news
1197,1,info_news
1198,1,info_news
1199,1,info_news
1200,1,info_news
1201,1,info_news
1202,1,celebrity
1203,1,plan
1204,1,info_news
1205,1,info_news
1206,1,celebrity
1207,1,plan
1208,1,info_news
1209,1,info_news
1210,1,celebrity
1211,-1,personal
1212,1,personal
1213,1,info_news
1214,1,personal
1215,1,info_news
1216,-1,personal
1217,1,unrelated
1218,1,celebrity
1219,1,celebrity
1220,1,plan
1221,1,info_news
1222,1,info_news
1223,1,requests
1224,1,info_news
1225,1,unrelated
1226,1,personal
1227,1,others
1228,1,info_news
1229,1,celebrity
1230,1,unrelated
1231,1,personal
1232,1,celebrity
1233,0,unrelated
1234,1,plan
1235,1,info_news
1236,1,celebrity
1237,1,personal
1238,1,celebrity
1239,1,personal
1240,1,celebrity
1241,1,info_news
1242,1,personal
1243,1,info_news
1244,1,personal
1245,1,plan
1246,1,info_news
1247,1,plan
1248,1,personal
1249,1,info_news
1250,1,unrelated
1251,1,plan
1252,1,personal
1253,1,info_news
1254,1,info_news
1255,1,info_news
1256,1,info_news
1257,1,plan
1258,1,info_news
1259,1,info_news
1260,1,plan
1261,1,personal
1262,1,personal
1263,1,info_news
1264,1,info_news
1265,1,rumors
1266,1,celebrity
1267,1,celebrity
1268,1,personal
1269,1,plan
1270,1,info_news
1271,1,plan
1272,1,personal
1273,1,celebrity
1274,1,info_news
1275,1,personal
1276,1,plan
1277,1,info_news
1278,1,plan
1279,1,others
1280,1,celebrity
1281,1,info_news
1282,1,info_news
1283,0,info_news
1284,0,advice
1285,1,celebrity
1286,1,info_news
1287,1,info_news
1288,1,info_news
1289,1,info_news
1290,1,personal
1291,1,celebrity
1292,1,celebrity
1293,1,info_news
1294,1,celebrity
1295,1,celebrity
1296,1,requests
1297,1,info_news
1298,1,info_news
1299,-1,info_news
1300,1,info_news
1301,0,unrelated
1302,0,unrelated
1303,1,info_news
1304,1,info_news
1305,0,personal
1306,-1,info_news
1307,1,info_news
1308,1,personal
1309,-1,personal
1310,1,info_news
1311,1,info_news
1312,1,plan
1313,1,plan
1314,0,info_news
1315,1,personal
1316,1,info_news
1317,0,rumors
1318,1,celebrity
1319,1,celebrity
1320,1,celebrity
1321,1,personal
1322,1,plan
1323,-1,requests
1324,1,info_news
1325,1,info_news
1326,1,info_news
1327,1,personal
1328,1,plan
1329,1,personal
1330,-1,info_news
1331,1,info_news
1332,1,plan
1333,1,unrelated
1334,1,info_news
1335,1,info_news
1336,1,plan
1337,1,advice
1338,1,personal
1339,0,info_news
1340,1,info_news
1341,1,personal
1342,1,celebrity
1343,1,celebrity
1344,1,personal
1345,1,personal
1346,1,info_news
1347,0,info_news
1348,1,personal
1349,1,info_news
1350,1,advice
1351,1,personal
1352,1,info_news
1353,0,others
1354,1,celebrity
1355,1,info_news
1356,1,celebrity
1357,1,info_news
1358,1,celebrity
1359,1,celebrity
1360,-1,info_news
1361,1,info_news
1362,1,celebrity
1363,1,info_news
1364,1,info_news
1365,0,personal
1366,1,celebrity
1367,1,personal
1368,1,info_news
1369,-1,info_news
1370,1,info_news
1371,1,personal
1372,1,personal
1373,1,info_news
1374,0,info_news
1375,1,personal
1376,1,celebrity
1377,1,info_news
1378,1,info_news
1379,1,plan
1380,1,info_news
1381,1,plan
1382,0,personal
1383,1,personal
1384,1,info_news
1385,1,info_news
1386,1,requests
1387,1,requests
1388,1,info_news
1389,1,plan
1390,1,info_news
1391,1,personal
1392,1,personal
1393,1,info_news
1394,1,personal
1395,1,info_news
1396,0,personal
1397,1,info_news
1398,1,personal
1399,-1,personal
1400,1,info_news
1401,1,info_news
1402,1,personal
1403,1,plan
1404,1,info_news
1405,1,plan
1406,1,info_news
1407,1,info_news
1408,1,unrelated
1409,1,info_news
1410,1,info_news
1411,-1,info_news
1412,1,plan
1413,1,celebrity
1414,1,personal
1415,1,info_news
1416,1,info_news
1417,1,personal
1418,1,celebrity
1419,1,plan
1420,1,info_news
1421,1,celebrity
1422,1,info_news
1423,0,personal
1424,1,celebrity
1425,1,celebrity
1426,1,celebrity
1427,1,info_news
1428,-1,info_news
1429,1,personal
1430,1,unrelated
1431,1,celebrity
1432,1,info_news
1433,-1,info_news
1434,1,info_news
1435,1,celebrity
1436,1,info_news
1437,1,info_news
1438,1,info_news
1439,0,requests
1440,1,info_news
1441,1,info_news
1442,1,personal
1443,1,info_news
1444,1,info_news
1445,1,celebrity
1446,1,info_news
1447,1,info_news
1448,1,rumors
1449,1,info_news
1450,0,personal
1451,1,info_news
1452,1,info_news
1453,1,plan
1454,1,info_news
1455,1,personal
1456,-1,info_news
1457,-1,rumors
1458,1,plan
1459,1,info_news
1460,1,info_news
1461,1,plan
1462,1,plan
1463,1,info_news
1464,0,info_news
1465,1,advice
1466,0,personal
1467,1,personal
1468,1,personal
1469,1,celebrity
1470,1,personal
1471,1,celebrity
1472,1,info_news
1473,-1,info_news
1474,1,info_news
1475,-1,info_news
1476,1,requests
1477,0,personal
1478,1,personal
1479,1,plan
1480,0,personal
1481,1,personal
1482,1,plan
1483,1,personal
1484,0,requests
1485,0,unrelated
1486,1,info_news
1487,1,celebrity
1488,1,info_news
1489,1,info_news
1490,1,info_news
1491,1,info_news
1492,1,info_news
1493,1,info_news
1494,1,info_news
1495,0,info_news
1496,0,unrelated
1497,1,celebrity
1498,1,personal
1499,1,personal
1500,1,info_news
1501,1,personal
1502,1,celebrity
1503,0,unrelated
1504,1,info_news
1505,1,info_news
1506,1,info_news
1507,1,info_news
1508,1,info_news
1509,1,others
1510,1,info_news
1511,1,celebrity
1512,1,personal
1513,0,info_news
1514,1,info_news
1515,1,info_news
1516,1,personal
1517,0,personal
1518,-1,info_news
1519,1,personal
1520,1,personal
1521,1,personal
1522,1,personal
1523,1,celebrity
1524,1,celebrity
1525,1,requests
1526,1,info_news
1527,1,info_news
1528,1,celebrity
1529,0,personal
1530,1,plan
1531,-1,info_news
1532,1,personal
1533,1,info_news
1534,1,info_news
1535,1,info_news
1536,0,info_news
1537,1,others
1538,0,info_news
1539,0,plan
1540,0,info_news
1541,1,info_news
1542,1,info_news
1543,-1,requests
1544,1,info_news
1545,1,celebrity
1546,1,info_news
1547,1,info_news
1548,1,info_news
1549,1,info_news
1550,1,info_news
1551,1,plan
1552,1,info_news
1553,1,rumors
1554,1,info_news
1555,1,celebrity
1556,1,personal
1557,1,celebrity
1558,-1,info_news
1559,1,info_news
1560,1,info_news
1561,1,info_news
1562,-1,info_news
1563,1,plan
1564,1,info_news
1565,0,personal
1566,1,info_news
1567,1,info_news
1568,1,requests
1569,1,info_news
1570,1,info_news
1571,1,info_news
1572,1,celebrity
1573,1,requests
1574,1,info_news
1575,0,unrelated
1576,1,personal
1577,1,personal
1578,0,rumors
1579,1,advice
1580,0,unrelated
1581,1,info_news
1582,1,info_news
1583,1,info_news
1584,1,info_news
1585,0,info_news
1586,1,personal
1587,1,info_news
1588,1,info_news
1589,1,celebrity
1590,1,personal
1591,1,requests
1592,1,info_news
1593,1,restrictions
1594,1,info_news
1595,0,unrelated
1596,1,info_news
1597,1,personal
1598,1,info_news
1599,1,info_news
1600,0,personal
1601,1,info_news
1602,1,personal
1603,1,info_news
1604,0,unrelated
1605,1,info_news
1606,1,personal
1607,1,info_news
1608,1,info_news
1609,1,plan
1610,1,info_news
1611,-1,info_news
1612,1,info_news
1613,1,celebrity
1614,1,unrelated
1615,1,celebrity
1616,0,celebrity
1617,1,info_news
1618,1,info_news
1619,1,requests
1620,1,info_news
1621,1,info_news
1622,0,personal
1623,1,info_news
1624,0,personal
1625,1,personal
1626,1,celebrity
1627,1,info_news
1628,1,personal
1629,1,info_news
1630,-1,plan
1631,1,plan
1632,1,plan
1633,1,info_news
1634,1,info_news
1635,1,personal
1636,1,info_news
1637,1,celebrity
1638,1,info_news
1639,1,info_news
1640,0,info_news
1641,1,info_news
1642,0,unrelated
1643,1,info_news
1644,1,info_news
1645,-1,personal
1646,1,info_news
1647,-1,info_news
1648,1,info_news
1649,0,plan
1650,1,info_news
1651,1,personal
1652,1,info_news
1653,0,info_news
1654,1,info_news
1655,1,celebrity
1656,-1,info_news
1657,1,others
1658,1,celebrity
1659,1,info_news
1660,1,info_news
1661,1,celebrity
1662,0,others
1663,1,requests
1664,1,plan
1665,1,personal
1666,1,info_news
1667,1,info_news
1668,-1,info_news
1669,-1,personal
1670,1,celebrity
1671,1,celebrity
1672,-1,requests
1673,1,info_news
1674,1,celebrity
1675,-1,info_news
1676,1,info_news
1677,-1,personal
1678,1,info_news
